iteration,loss,augmented_lagrangian_loss
324,145.07119750976562,145.07192993164062
325,144.58145141601562,144.5816650390625
326,145.45684814453125,145.45677185058594
327,145.2454833984375,145.24549865722656
328,144.94003295898438,144.9407196044922
329,144.4476776123047,144.4479217529297
330,145.3123016357422,145.31219482421875
331,145.10260009765625,145.10260009765625
332,144.79974365234375,144.80035400390625
333,144.30641174316406,144.3067169189453
334,145.16127014160156,145.1611328125
335,144.9509735107422,144.95095825195312
336,144.6503143310547,144.65081787109375
337,144.1566619873047,144.15701293945312
338,145.00340270996094,145.00323486328125
339,144.80618286132812,144.80613708496094
340,144.5092010498047,144.50962829589844
341,144.013671875,144.0140838623047
342,144.85447692871094,144.85427856445312
343,144.67706298828125,144.677001953125
344,144.38534545898438,144.38568115234375
345,143.88392639160156,143.8843994140625
346,144.7221221923828,144.72189331054688
347,144.5498504638672,144.54977416992188
348,144.26632690429688,144.26657104492188
349,143.75704956054688,143.75755310058594
350,144.5960693359375,144.59585571289062
351,144.42587280273438,144.42578125
352,144.15234375,144.15249633789062
353,143.6331787109375,143.63368225097656
354,144.47377014160156,144.47357177734375
355,144.3037109375,144.3035888671875
356,144.0410614013672,144.0411376953125
357,143.51046752929688,143.51095581054688
358,144.35557556152344,144.3554229736328
359,144.1837158203125,144.18357849121094
360,143.93458557128906,143.93460083007812
361,143.39141845703125,143.391845703125
362,144.24195861816406,144.24188232421875
363,144.0678253173828,144.06768798828125
364,143.8301544189453,143.8301239013672
365,143.27633666992188,143.2766876220703
366,144.1285400390625,144.12855529785156
367,143.95521545410156,143.955078125
368,143.7283477783203,143.72828674316406
369,143.1663818359375,143.16664123535156
370,144.02056884765625,144.02064514160156
371,143.849609375,143.84951782226562
372,143.63168334960938,143.63157653808594
373,143.06350708007812,143.0636749267578
374,143.916015625,143.91615295410156
375,143.7501220703125,143.75009155273438
376,143.53598022460938,143.5358428955078
377,142.96527099609375,142.96533203125
378,143.813232421875,143.81338500976562
379,143.65457153320312,143.65464782714844
380,143.440673828125,143.44052124023438
381,142.8699188232422,142.8699188232422
382,143.7107696533203,143.71090698242188
383,143.56214904785156,143.5623779296875
384,143.34475708007812,143.34458923339844
385,142.77642822265625,142.77635192871094
386,143.61080932617188,143.6108856201172
387,143.47103881835938,143.47142028808594
388,143.25205993652344,143.2519073486328
389,142.68328857421875,142.68316650390625
390,143.5146484375,143.51466369628906
391,143.3804931640625,143.3809814453125
392,143.16311645507812,143.1630096435547
393,142.58949279785156,142.58934020996094
394,143.42303466796875,143.42298889160156
395,143.29022216796875,143.29074096679688
396,143.07937622070312,143.0793914794922
397,142.49520874023438,142.49502563476562
398,143.3356170654297,143.33554077148438
399,143.20147705078125,143.20193481445312
400,143.00057983398438,143.00076293945312
401,142.4026336669922,142.40243530273438
402,143.25086975097656,143.2507781982422
403,143.1165771484375,143.11692810058594
404,142.92477416992188,142.9251251220703
405,142.313720703125,142.31353759765625
406,143.1680450439453,143.1679229736328
407,143.03652954101562,143.0367431640625
408,142.85235595703125,142.85281372070312
409,142.2322998046875,142.23219299316406
410,143.08653259277344,143.08639526367188
411,142.9639892578125,142.96409606933594
412,142.7816619873047,142.78213500976562
413,142.15890502929688,142.15895080566406
414,143.00527954101562,143.00511169433594
415,142.89791870117188,142.89791870117188
416,142.71380615234375,142.71420288085938
417,142.09120178222656,142.0914306640625
418,142.9274139404297,142.92721557617188
419,142.83566284179688,142.83560180664062
420,142.65194702148438,142.65220642089844
421,142.0269775390625,142.02732849121094
422,142.85633850097656,142.8561553955078
423,142.7745361328125,142.77442932128906
424,142.59841918945312,142.59854125976562
425,141.9629669189453,141.9633331298828
426,142.79296875,142.79287719726562
427,142.71221923828125,142.71206665039062
428,142.55264282226562,142.55264282226562
429,141.90054321289062,141.9008026123047
430,142.73611450195312,142.73619079589844
431,142.65028381347656,142.65013122558594
432,142.509521484375,142.5094451904297
433,141.8369140625,141.8370361328125
434,142.6731414794922,142.67333984375
435,142.58966064453125,142.58963012695312
436,142.4581298828125,142.45799255371094
437,141.77806091308594,141.77804565429688
438,142.60708618164062,142.60726928710938
439,142.5340118408203,142.5342254638672
440,142.3986053466797,142.3984375
441,141.72581481933594,141.7257080078125
442,142.54241943359375,142.54249572753906
443,142.48265075683594,142.48309326171875
444,142.3400115966797,142.3399200439453
445,141.66876220703125,141.66859436035156
446,142.4798126220703,142.4797821044922
447,142.42555236816406,142.4260711669922
448,142.28671264648438,142.28689575195312
449,141.6037139892578,141.60350036621094
450,142.4237060546875,142.42361450195312
451,142.3653564453125,142.36575317382812
452,142.2425537109375,142.24310302734375
453,141.5357208251953,141.5354766845703
454,142.3689422607422,142.36883544921875
455,142.3088836669922,142.30906677246094
456,142.19805908203125,142.19882202148438
457,141.47799682617188,141.47787475585938
458,142.2847900390625,142.28466796875
459,142.23941040039062,142.2394256591797
460,142.12771606445312,142.1283721923828
461,141.40821838378906,141.40841674804688
462,142.2169189453125,142.21670532226562
463,142.198486328125,142.1984100341797
464,142.08119201660156,142.08160400390625
465,141.36436462402344,141.3648223876953
466,142.15496826171875,142.1547393798828
467,142.07847595214844,142.07833862304688
468,141.9706268310547,141.9708251953125
469,141.23800659179688,141.2384033203125
470,142.02749633789062,142.0274200439453
471,142.0261688232422,142.0260009765625
472,141.9390869140625,141.9390869140625
473,141.1878662109375,141.1881103515625
474,141.981201171875,141.9813690185547
475,141.9744873046875,141.97433471679688
476,141.85931396484375,141.8592071533203
477,141.09120178222656,141.09127807617188
478,141.88113403320312,141.88133239746094
479,141.87933349609375,141.87937927246094
480,141.817138671875,141.81698608398438
481,141.0498504638672,141.04978942871094
482,141.82989501953125,141.8300018310547
483,141.83795166015625,141.83831787109375
484,141.76895141601562,141.76885986328125
485,140.9727783203125,140.97262573242188
486,141.74588012695312,141.74586486816406
487,141.76132202148438,141.76174926757812
488,141.6935272216797,141.69371032714844
489,140.92295837402344,140.92274475097656
490,141.7003173828125,141.70022583007812
491,141.713134765625,141.71343994140625
492,141.65716552734375,141.65777587890625
493,140.86985778808594,140.86962890625
494,141.62197875976562,141.62185668945312
495,141.63270568847656,141.63284301757812
496,141.58790588378906,141.58863830566406
497,140.78878784179688,140.78872680664062
498,141.56602478027344,141.56585693359375
499,141.5931854248047,141.59315490722656
