iteration,loss,augmented_lagrangian_loss,x_test_loss,y_test_loss
0,1791.2728271484375,1795.862060546875,11.008886337280273,27.95026397705078
1,1599.5111083984375,1600.199951171875,11.876588821411133,27.856948852539062
2,1531.027587890625,1531.065185546875,11.826181411743164,27.123981475830078
3,1482.109130859375,1482.1116943359375,11.772497177124023,27.19643211364746
4,1444.3931884765625,1444.394287109375,11.797500610351562,27.342897415161133
5,1412.7042236328125,1412.7044677734375,11.864433288574219,28.295312881469727
6,1385.8211669921875,1385.821044921875,11.825851440429688,26.8349666595459
7,1360.007568359375,1360.008056640625,11.771291732788086,27.012920379638672
8,1335.3818359375,1335.381591796875,11.796649932861328,27.15616226196289
9,1310.749755859375,1310.7491455078125,11.864099502563477,28.295692443847656
10,1288.693115234375,1288.6927490234375,11.825343132019043,26.819555282592773
11,1266.1153564453125,1266.11572265625,11.770391464233398,26.997034072875977
12,1243.855224609375,1243.8551025390625,11.795775413513184,27.144018173217773
13,1221.0738525390625,1221.0733642578125,11.863750457763672,28.29283332824707
14,1200.465576171875,1200.46533203125,11.824792861938477,26.803546905517578
15,1179.0928955078125,1179.0933837890625,11.769453048706055,26.980632781982422
16,1157.947509765625,1157.9473876953125,11.794872283935547,27.13165283203125
17,1136.198974609375,1136.1986083984375,11.863394737243652,28.289859771728516
18,1116.4508056640625,1116.45068359375,11.824207305908203,26.786893844604492
19,1095.9305419921875,1095.93115234375,11.76848030090332,26.96375846862793
20,1075.6279296875,1075.6279296875,11.793947219848633,27.119089126586914
21,1054.7459716796875,1054.7457275390625,11.863035202026367,28.286787033081055
22,1035.9991455078125,1035.9991455078125,11.823603630065918,26.769752502441406
23,1016.527099609375,1016.52783203125,11.767481803894043,26.94627571105957
24,997.0665283203125,997.0665893554688,11.792990684509277,27.10612678527832
25,976.9945678710938,976.9943237304688,11.862667083740234,28.283702850341797
26,959.0645751953125,959.0646362304688,11.823005676269531,26.752368927001953
27,940.30810546875,940.3088989257812,11.766456604003906,26.92797088623047
28,921.56591796875,921.5660400390625,11.792004585266113,27.092731475830078
29,902.3558349609375,902.3556518554688,11.86229419708252,28.280563354492188
30,885.2550659179688,885.255126953125,11.82239818572998,26.734468460083008
31,867.4954223632812,867.4962158203125,11.76540470123291,26.90888786315918
32,849.9694213867188,849.9696044921875,11.790998458862305,27.0790958404541
33,831.87109375,831.8709106445312,11.861921310424805,28.277318954467773
34,815.6622924804688,815.6624145507812,11.82178020477295,26.715909957885742
35,798.8177490234375,798.818603515625,11.764321327209473,26.88886070251465
36,782.200439453125,782.2006225585938,11.789973258972168,27.065208435058594
37,765.1118774414062,765.1116943359375,11.861544609069824,28.27399253845215
38,749.9583129882812,749.9584350585938,11.821158409118652,26.696809768676758
39,734.109619140625,734.1104736328125,11.763221740722656,26.867977142333984
40,718.4482421875,718.4484252929688,11.788928031921387,27.050718307495117
41,702.3154907226562,702.3153076171875,11.861160278320312,28.270559310913086
42,688.1931762695312,688.1932373046875,11.820523262023926,26.67703628540039
43,673.5404052734375,673.541259765625,11.76211166381836,26.846399307250977
44,659.0594482421875,659.0596313476562,11.787870407104492,27.035633087158203
45,644.2255249023438,644.225341796875,11.860769271850586,28.26698875427246
46,631.346435546875,631.3464965820312,11.819877624511719,26.656539916992188
47,617.9805908203125,617.9814453125,11.76098346710205,26.82392120361328
48,604.8512573242188,604.8514404296875,11.786797523498535,27.02012825012207
49,591.3363647460938,591.336181640625,11.860374450683594,28.26331901550293
50,579.7129516601562,579.7130126953125,11.81922721862793,26.635391235351562
51,567.5531005859375,567.553955078125,11.75983715057373,26.800405502319336
52,555.655029296875,555.6552124023438,11.7857084274292,27.00419044494629
53,543.3749389648438,543.374755859375,11.859975814819336,28.259544372558594
54,533.0094604492188,533.009521484375,11.818567276000977,26.613494873046875
55,522.1483154296875,522.1492309570312,11.758676528930664,26.776134490966797
56,511.4615173339844,511.46173095703125,11.784612655639648,26.98781967163086
57,500.5079345703125,500.50775146484375,11.859573364257812,28.255596160888672
58,491.4222106933594,491.4222717285156,11.817888259887695,26.590744018554688
59,481.8460998535156,481.8470458984375,11.757509231567383,26.751245498657227
60,472.5080261230469,472.50823974609375,11.783509254455566,26.970876693725586
61,462.87457275390625,462.8743896484375,11.859162330627441,28.25151252746582
62,455.113037109375,455.11309814453125,11.817198753356934,26.567296981811523
63,446.8895263671875,446.8904724121094,11.756335258483887,26.725618362426758
64,438.8303527832031,438.8305969238281,11.782392501831055,26.95339584350586
65,430.46234130859375,430.462158203125,11.858746528625488,28.24734878540039
66,423.9000244140625,423.9000549316406,11.816507339477539,26.543296813964844
67,416.9236755371094,416.92462158203125,11.755148887634277,26.69913101196289
68,410.0462646484375,410.0465087890625,11.78126335144043,26.935447692871094
69,402.829345703125,402.8291320800781,11.858325004577637,28.243125915527344
70,397.3674621582031,397.36749267578125,11.815814971923828,26.518829345703125
71,391.3974609375,391.3984069824219,11.753952980041504,26.671855926513672
72,385.49822998046875,385.4984436035156,11.780123710632324,26.916933059692383
73,379.26995849609375,379.2698059082031,11.85789680480957,28.23880386352539
74,374.7469177246094,374.7469787597656,11.81511116027832,26.4937686920166
75,369.76007080078125,369.7610168457031,11.752762794494629,26.64423179626465
76,364.7992248535156,364.7994384765625,11.778972625732422,26.897380828857422
77,359.46343994140625,359.4632568359375,11.857450485229492,28.234434127807617
78,355.79095458984375,355.791015625,11.814409255981445,26.46852684020996
79,351.6351623535156,351.6361389160156,11.751591682434082,26.616426467895508
80,347.4627990722656,347.46307373046875,11.777811050415039,26.87639617919922
81,342.9307861328125,342.93060302734375,11.85698127746582,28.22997283935547
82,340.0024719238281,340.0026550292969,11.813692092895508,26.44277572631836
83,336.57708740234375,336.578125,11.750439643859863,26.588838577270508
84,333.1251220703125,333.1253356933594,11.776649475097656,26.85446548461914
85,329.28900146484375,329.28887939453125,11.856502532958984,28.225326538085938
86,327.0181884765625,327.0184020996094,11.81295108795166,26.4162654876709
87,324.253173828125,324.2542419433594,11.74929428100586,26.561216354370117
88,321.4344482421875,321.43463134765625,11.775481224060059,26.83151626586914
89,318.184326171875,318.1840515136719,11.856003761291504,28.220619201660156
90,316.4353942871094,316.4356994628906,11.812209129333496,26.389558792114258
91,314.1795349121094,314.1806945800781,11.74816608428955,26.53346824645996
92,311.861572265625,311.86187744140625,11.774299621582031,26.807544708251953
93,309.08294677734375,309.08270263671875,11.855496406555176,28.21582794189453
94,307.76666259765625,307.766845703125,11.811456680297852,26.3621826171875
95,305.93927001953125,305.9403381347656,11.747021675109863,26.505155563354492
96,304.02642822265625,304.0265808105469,11.773106575012207,26.783424377441406
97,301.6275634765625,301.62750244140625,11.854991912841797,28.21088218688965
98,300.6572570800781,300.6573791503906,11.810684204101562,26.33370018005371
99,299.1734619140625,299.1745910644531,11.74585247039795,26.476348876953125
100,297.5906982421875,297.5915222167969,11.771913528442383,26.7593936920166
101,295.50177001953125,295.5016174316406,11.85449504852295,28.205556869506836
102,294.7987060546875,294.79913330078125,11.809858322143555,26.303253173828125
103,293.5644226074219,293.56597900390625,11.74466323852539,26.447511672973633
104,292.20245361328125,292.2030944824219,11.770730972290039,26.735294342041016
105,290.28692626953125,290.28765869140625,11.854009628295898,28.19969940185547
106,289.6647033691406,289.66650390625,11.808969497680664,26.270122528076172
107,288.761474609375,288.7682800292969,11.743435859680176,26.41819190979004
108,288.96075439453125,288.9625244140625,11.769612312316895,26.713329315185547
109,288.5921936035156,288.5951843261719,11.853601455688477,28.194473266601562
110,289.1986083984375,289.19781494140625,11.80842113494873,26.246593475341797
111,289.429443359375,289.4306945800781,11.742650985717773,26.39989471435547
112,289.49298095703125,289.4932861328125,11.768973350524902,26.702409744262695
113,288.9598388671875,288.95965576171875,11.853349685668945,28.19353485107422
114,289.6317443847656,289.6318664550781,11.808013916015625,26.237215042114258
115,289.67816162109375,289.67938232421875,11.741944313049316,26.38836669921875
116,289.6085510253906,289.6088562011719,11.768150329589844,26.6921329498291
117,289.0150451660156,289.01483154296875,11.853002548217773,28.1909122467041
118,289.5594482421875,289.5595703125,11.807388305664062,26.22062873840332
119,289.6041564941406,289.6053771972656,11.741106033325195,26.371864318847656
120,289.4705810546875,289.4708557128906,11.767229080200195,26.683998107910156
121,289.00830078125,289.0080871582031,11.85263729095459,28.187461853027344
122,289.53125,289.5313720703125,11.80679702758789,26.202430725097656
123,289.5751647949219,289.5763854980469,11.740283012390137,26.355562210083008
124,289.40081787109375,289.4010925292969,11.766365051269531,26.676729202270508
125,289.01202392578125,289.0118103027344,11.85229778289795,28.18436622619629
126,289.499755859375,289.4998779296875,11.806253433227539,26.185869216918945
127,289.5184326171875,289.5196838378906,11.73952865600586,26.340927124023438
128,289.32177734375,289.3220520019531,11.765546798706055,26.670808792114258
129,288.909912109375,288.9096984863281,11.851944923400879,28.14740562438965
130,289.3120422363281,289.3121643066406,11.80573558807373,26.21083641052246
131,289.4588928222656,289.4600830078125,11.738802909851074,26.326148986816406
132,289.21771240234375,289.2180480957031,11.764721870422363,26.66385269165039
133,288.75537109375,288.755126953125,11.851577758789062,28.097286224365234
134,289.0693359375,289.0694580078125,11.805177688598633,26.252592086791992
135,289.29510498046875,289.2961730957031,11.738081932067871,26.31591796875
136,288.9774475097656,288.977783203125,11.763893127441406,26.661977767944336
137,288.42669677734375,288.42645263671875,11.851186752319336,28.001140594482422
138,288.65557861328125,288.65570068359375,11.804598808288574,26.363176345825195
139,288.87213134765625,288.8730163574219,11.737408638000488,26.32428550720215
140,288.4444580078125,288.44482421875,11.763082504272461,26.7208194732666
141,287.74371337890625,287.7434997558594,11.850763320922852,27.694313049316406
142,287.86883544921875,287.8688659667969,11.804055213928223,26.747112274169922
143,288.10357666015625,288.10394287109375,11.73685073852539,26.408353805541992
144,287.64959716796875,287.6499938964844,11.762310028076172,26.999006271362305
145,287.28753662109375,287.2873840332031,11.85029125213623,26.779687881469727
146,287.5342712402344,287.5342102050781,11.80343246459961,27.323434829711914
147,287.77685546875,287.77679443359375,11.736323356628418,27.020357131958008
148,287.52874755859375,287.5288391113281,11.761453628540039,27.22283363342285
149,287.19940185546875,287.1993408203125,11.849837303161621,26.656356811523438
150,287.4053955078125,287.405517578125,11.80289077758789,26.430383682250977
151,287.6324462890625,287.63262939453125,11.735480308532715,26.887134552001953
152,287.45770263671875,287.4576110839844,11.760541915893555,27.79309844970703
153,287.1331787109375,287.1331481933594,11.849337577819824,26.959125518798828
154,287.29608154296875,287.2962341308594,11.80236530303955,26.723787307739258
155,287.541748046875,287.54193115234375,11.734918594360352,26.582273483276367
156,287.32708740234375,287.3272399902344,11.759800910949707,27.14406967163086
157,286.9662170410156,286.9660949707031,11.848987579345703,26.77971649169922
158,287.21368408203125,287.21368408203125,11.801874160766602,27.07656478881836
159,287.47271728515625,287.4726867675781,11.734211921691895,26.887346267700195
160,287.2900085449219,287.29010009765625,11.758834838867188,27.572114944458008
161,286.9350891113281,286.9350280761719,11.84854507446289,26.614662170410156
162,287.20794677734375,287.2082214355469,11.801340103149414,26.694303512573242
163,287.4462890625,287.44635009765625,11.73336410522461,26.49332046508789
164,287.2146301269531,287.21478271484375,11.758042335510254,27.397878646850586
165,286.84832763671875,286.8482360839844,11.848113059997559,27.108421325683594
166,287.15167236328125,287.15167236328125,11.800960540771484,26.85645866394043
167,287.38092041015625,287.3810729980469,11.732720375061035,26.881698608398438
168,287.19622802734375,287.1962890625,11.757182121276855,27.132993698120117
169,286.82708740234375,286.8270263671875,11.847728729248047,26.688213348388672
170,287.1058044433594,287.1058654785156,11.800334930419922,26.50505256652832
171,287.3134460449219,287.3135681152344,11.731796264648438,26.895965576171875
172,287.1207580566406,287.12066650390625,11.756218910217285,27.550474166870117
173,286.7304992675781,286.7304382324219,11.847224235534668,26.972646713256836
174,287.0096740722656,287.0097351074219,11.799851417541504,26.749553680419922
175,287.1943664550781,287.19451904296875,11.731118202209473,26.58839225769043
176,286.9774169921875,286.9775390625,11.755437850952148,27.062625885009766
177,286.50799560546875,286.50787353515625,11.8468599319458,26.720417022705078
178,286.7879638671875,286.7879638671875,11.799266815185547,26.945659637451172
179,286.9230651855469,286.92303466796875,11.730313301086426,26.985652923583984
180,286.7212829589844,286.7213134765625,11.754426002502441,27.218753814697266
181,286.3345947265625,286.33453369140625,11.846343994140625,27.03485870361328
182,286.62554931640625,286.62554931640625,11.798697471618652,26.801044464111328
183,286.8619384765625,286.8620910644531,11.729435920715332,26.581157684326172
184,286.6263427734375,286.62652587890625,11.753599166870117,26.73094940185547
185,286.2215270996094,286.221435546875,11.845935821533203,27.13811492919922
186,286.5339660644531,286.5339050292969,11.79832649230957,27.141651153564453
187,286.7764892578125,286.7764892578125,11.728726387023926,27.181791305541992
188,286.5812683105469,286.581298828125,11.752634048461914,26.801036834716797
189,286.18060302734375,286.1806945800781,11.84550952911377,26.806772232055664
190,286.4870910644531,286.487060546875,11.797764778137207,26.58515167236328
191,286.6732482910156,286.6733703613281,11.727744102478027,26.83505630493164
192,286.50787353515625,286.5078125,11.751677513122559,27.164628982543945
193,286.11566162109375,286.1156005859375,11.845046997070312,27.05013084411621
194,286.421630859375,286.4216003417969,11.797362327575684,27.109386444091797
195,286.6549072265625,286.6549072265625,11.726927757263184,26.767717361450195
196,286.49517822265625,286.495361328125,11.750741958618164,26.805551528930664
197,286.09564208984375,286.0956115722656,11.844677925109863,26.607576370239258
198,286.3659973144531,286.3659973144531,11.796859741210938,26.85128402709961
199,286.5978698730469,286.5978088378906,11.726018905639648,27.102815628051758
200,286.44757080078125,286.4475402832031,11.74970817565918,27.039350509643555
201,286.04278564453125,286.04278564453125,11.844191551208496,27.036653518676758
202,286.3471984863281,286.34716796875,11.796449661254883,26.782745361328125
203,286.5843505859375,286.58447265625,11.725105285644531,26.756227493286133
204,286.4295654296875,286.42962646484375,11.74880313873291,26.648405075073242
205,286.0062561035156,286.0062561035156,11.843816757202148,26.81212615966797
206,286.30010986328125,286.300048828125,11.796048164367676,27.079437255859375
207,286.53985595703125,286.5398254394531,11.72426700592041,26.99431800842285
208,286.3890075683594,286.3890686035156,11.74775218963623,27.01787757873535
209,285.9791259765625,285.9790954589844,11.843369483947754,26.75394630432129
210,286.2841796875,286.2842102050781,11.795581817626953,26.75499725341797
211,286.52056884765625,286.5205993652344,11.723282814025879,26.62503433227539
212,286.354736328125,286.3548278808594,11.746807098388672,26.80596351623535
213,285.9329833984375,285.9328918457031,11.842924118041992,27.04938507080078
214,286.24310302734375,286.2430419921875,11.795265197753906,26.951799392700195
215,286.47784423828125,286.4778747558594,11.722465515136719,26.980262756347656
216,286.3323974609375,286.3324279785156,11.745790481567383,26.73008918762207
217,285.9171142578125,285.91717529296875,11.84251594543457,26.74557113647461
218,286.22113037109375,286.2210998535156,11.794788360595703,26.618030548095703
219,286.4464111328125,286.44647216796875,11.721451759338379,26.79538917541504
220,286.2956237792969,286.29559326171875,11.744742393493652,27.032323837280273
221,285.88092041015625,285.880859375,11.842028617858887,26.897518157958984
