iteration,loss,augmented_lagrangian_loss,x_test_loss,y_test_loss
0,7911.21875,8099.10400390625,9.523387908935547,23.3563232421875
1,7851.763671875,7839.89404296875,9.530567169189453,23.43229103088379
2,7797.09033203125,7804.77197265625,9.532458305358887,23.503742218017578
3,7746.0595703125,7771.0693359375,9.529407501220703,23.570222854614258
4,7696.2666015625,7702.4111328125,9.525226593017578,23.63787078857422
5,7646.220703125,7643.20947265625,9.523306846618652,23.71278953552246
6,7595.72998046875,7594.1748046875,9.524669647216797,23.796106338500977
7,7545.22705078125,7545.00341796875,9.528538703918457,23.885900497436523
8,7495.1767578125,7495.2685546875,9.533831596374512,23.97969627380371
9,7445.93359375,7446.33349609375,9.539863586425781,24.052743911743164
10,7397.40576171875,7397.83203125,9.546493530273438,24.12407112121582
11,7349.42333984375,7349.59130859375,9.553906440734863,24.197969436645508
12,7301.880859375,7301.82568359375,9.562271118164062,24.274396896362305
13,7254.7509765625,7254.63525390625,9.5716552734375,24.353164672851562
14,7208.029296875,7207.9462890625,9.582016944885254,24.433895111083984
15,7161.74658203125,7161.71826171875,9.593273162841797,24.51615333557129
16,7115.93603515625,7115.94970703125,9.605353355407715,24.599529266357422
17,7070.59326171875,7070.6181640625,9.61821174621582,24.683683395385742
18,7025.681640625,7025.6904296875,9.631823539733887,24.7683162689209
19,6981.18798828125,6981.177734375,9.646170616149902,24.8531494140625
20,6937.12744140625,6937.11279296875,9.661087036132812,24.93792152404785
21,6893.49853515625,6893.4873046875,9.676305770874023,25.022371292114258
22,6850.2822265625,6850.27587890625,9.692191123962402,25.106243133544922
23,6807.49462890625,6807.48876953125,9.708552360534668,25.18931770324707
24,6765.107421875,6765.09912109375,9.72551155090332,25.270401000976562
25,6723.11865234375,6723.10791015625,9.743056297302246,25.34844970703125
26,6681.5166015625,6681.509765625,9.761176109313965,25.42530632019043
27,6640.29345703125,6640.29052734375,9.7798490524292,25.50082778930664
28,6599.4423828125,6599.4365234375,9.799056053161621,25.57135581970215
29,6558.94970703125,6558.93994140625,9.818779945373535,25.638378143310547
30,6518.8037109375,6518.794921875,9.839001655578613,25.704139709472656
31,6479.0009765625,6478.99560546875,9.85970401763916,25.7685604095459
32,6439.52001953125,6439.5126953125,9.880871772766113,25.831573486328125
33,6400.361328125,6400.35205078125,9.902487754821777,25.893123626708984
34,6361.51123046875,6361.49951171875,9.924535751342773,25.95317268371582
35,6322.978515625,6322.9697265625,9.947002410888672,26.011676788330078
36,6284.7607421875,6284.7529296875,9.969870567321777,26.068700790405273
37,6246.86474609375,6246.85986328125,9.993127822875977,26.124204635620117
38,6209.2705078125,6209.2685546875,10.01676082611084,26.17803955078125
39,6172.01123046875,6172.0078125,10.039401054382324,26.2302188873291
40,6135.080078125,6135.078125,10.061387062072754,26.280757904052734
41,6098.43603515625,6098.43115234375,10.083749771118164,26.32967758178711
42,6062.0751953125,6062.06884765625,10.106471061706543,26.376996994018555
43,6025.984375,6025.97412109375,10.12957763671875,26.42275047302246
44,5990.14697265625,5990.13330078125,10.152985572814941,26.466964721679688
45,5954.576171875,5954.56591796875,10.176687240600586,26.509672164916992
46,5919.26953125,5919.2646484375,10.20067310333252,26.550905227661133
47,5884.2265625,5884.224609375,10.224934577941895,26.5906982421875
48,5849.46875,5849.46240234375,10.248252868652344,26.62908363342285
49,5814.97119140625,5814.96044921875,10.271308898925781,26.666101455688477
50,5780.71875,5780.7080078125,10.294631958007812,26.70178985595703
51,5746.7275390625,5746.720703125,10.318263053894043,26.73618507385254
52,5712.99951171875,5712.9931640625,10.34225082397461,26.76932144165039
53,5679.505859375,5679.498046875,10.366464614868164,26.801239013671875
54,5646.24658203125,5646.23828125,10.390898704528809,26.83197784423828
55,5613.22119140625,5613.21337890625,10.415545463562012,26.861572265625
56,5580.44921875,5580.4482421875,10.440397262573242,26.889537811279297
57,5547.91162109375,5547.9111328125,10.465446472167969,26.91619110107422
58,5515.59326171875,5515.5869140625,10.490687370300293,26.94188117980957
59,5483.49951171875,5483.490234375,10.516111373901367,26.96664047241211
60,5451.634765625,5451.62744140625,10.541711807250977,26.990497589111328
61,5419.98876953125,5419.9814453125,10.56748104095459,27.01348304748535
62,5388.61279296875,5388.60546875,10.593544006347656,27.03536605834961
63,5357.46484375,5357.4599609375,10.619751930236816,27.056182861328125
64,5326.5361328125,5326.5322265625,10.646081924438477,27.07598304748535
65,5295.818359375,5295.81201171875,10.672527313232422,27.094816207885742
66,5265.3115234375,5265.30322265625,10.699078559875488,27.112730026245117
67,5235.01416015625,5235.0048828125,10.725729942321777,27.129764556884766
68,5204.93505859375,5204.92919921875,10.752470016479492,27.14596939086914
69,5175.0703125,5175.06640625,10.779292106628418,27.161378860473633
70,5145.41796875,5145.4140625,10.806185722351074,27.1760311126709
71,5115.98974609375,5115.98876953125,10.833142280578613,27.189931869506836
72,5086.7744140625,5086.771484375,10.860150337219238,27.20305824279785
73,5057.7666015625,5057.7607421875,10.887199401855469,27.215469360351562
74,5028.98876953125,5028.9814453125,10.914337158203125,27.227218627929688
75,5000.41357421875,5000.404296875,10.941482543945312,27.23834228515625
76,4972.06494140625,4972.0546875,10.967470169067383,27.248872756958008
77,4943.97509765625,4943.96923828125,10.992813110351562,27.258838653564453
78,4916.091796875,4916.087890625,11.018143653869629,27.268272399902344
79,4888.41357421875,4888.40869140625,11.04344654083252,27.277198791503906
80,4860.96923828125,4860.96484375,11.068620681762695,27.285621643066406
81,4833.75,4833.74365234375,11.093667984008789,27.293563842773438
82,4806.7265625,4806.716796875,11.11862850189209,27.301050186157227
83,4779.91357421875,4779.90673828125,11.143486976623535,27.308109283447266
84,4753.32080078125,4753.31884765625,11.16821002960205,27.314756393432617
85,4726.935546875,4726.93115234375,11.192767143249512,27.321016311645508
86,4700.76171875,4700.751953125,11.21713638305664,27.3269100189209
87,4674.818359375,4674.8046875,11.241271018981934,27.332454681396484
88,4649.1025390625,4649.08984375,11.264199256896973,27.337669372558594
89,4623.6064453125,4623.59814453125,11.286231994628906,27.342571258544922
90,4598.33544921875,4598.330078125,11.307564735412598,27.347177505493164
91,4573.27392578125,4573.26806640625,11.328731536865234,27.351503372192383
92,4548.4091796875,4548.400390625,11.349699020385742,27.355562210083008
93,4523.76025390625,4523.7548828125,11.370445251464844,27.359359741210938
94,4499.32373046875,4499.3212890625,11.390947341918945,27.362911224365234
95,4475.0927734375,4475.0888671875,11.411179542541504,27.366226196289062
96,4451.07568359375,4451.06982421875,11.43112564086914,27.369319915771484
97,4427.2724609375,4427.2666015625,11.450753211975098,27.372201919555664
98,4403.677734375,4403.67138671875,11.4700288772583,27.37488555908203
99,4380.296875,4380.2900390625,11.488812446594238,27.377382278442383
